제목,지역,분류,조회수,평점,북마크,url,주소
뚝방길 홍차가게,건대/자양/화양,티하우스,4793,평가중,,https://www.siksinhot.com/P/1047746, 서울 광진구 자양강변길 277
C156,건대/자양/화양,유러피안,1224,평가중,,https://www.siksinhot.com/P/1036675, 서울특별시 광진구 동일로 156
고오기,건대/자양/화양,돼지구이,1140,평가중,,https://www.siksinhot.com/P/1045063, 서울특별시 광진구 능동로 68
하루,세종대/군자/중곡,이자까야,956,평가중,,https://www.siksinhot.com/P/1034582, 서울특별시 광진구 면목로 53 
오빠네,건대/자양/화양,유러피안,1325,평가중,,https://www.siksinhot.com/P/1031229, 서울특별시 광진구 능동로13길 27 
리트커피,광장동/구의동,카페/커피숍,2511,평가중,,https://www.siksinhot.com/P/1027529, 서울특별시 광진구 광장로3길 15 
천지샤브샤브 2호점,건대/자양/화양,샤브샤브,1686,평가중,,https://www.siksinhot.com/P/1007015, 서울특별시 광진구 아차산로29길 22 
담백,세종대/군자/중곡,카페/커피숍,47451,평가중,1,https://www.siksinhot.com/P/1017407, 서울특별시 광진구 용마산로2길 14 
스시키요이,광장동/구의동,초밥,3475,평가중,,https://www.siksinhot.com/P/1018027, 서울특별시 광진구 자양로 46 
미선미식성,건대/자양/화양,훠궈/마라탕,1530,평가중,,https://www.siksinhot.com/P/1016140, 서울특별시 광진구 뚝섬로27길 65 
후토,건대/자양/화양,이자까야,539,평가중,,https://www.siksinhot.com/P/1003721, 서울특별시 광진구 동일로24길 98
속초가,세종대/군자/중곡,해물탕/해물요리,1423,평가중,,https://www.siksinhot.com/P/1005809, 서울특별시 광진구 용마산로1길 65 
모서리에커피집,건대/자양/화양,카페/커피숍,2570,평가중,,https://www.siksinhot.com/P/1000083, 서울특별시 광진구 능동로17길 5 
감성타코 건대점,건대/자양/화양,남미/브라질,64163,평가중,3,https://www.siksinhot.com/P/999175, 서울 광진구 능동로13길 39
뢰베,건대/자양/화양,카페/커피숍,737,평가중,,https://www.siksinhot.com/P/997783, 서울특별시 광진구 자양번영로1길 24 
소문난닭칼국수닭곰탕,건대/자양/화양,설렁탕/곰탕/갈비탕,1797,평가중,,https://www.siksinhot.com/P/997125, 서울특별시 광진구 광나루로24길 25-4 
안다즈커피,세종대/군자/중곡,카페/커피숍,29701,평가중,1,https://www.siksinhot.com/P/997130, 서울특별시 광진구 천호대로132길 10 
우즈오븐,건대/자양/화양,베이커리/제과점,10121,평가중,1,https://www.siksinhot.com/P/997015, 서울특별시 광진구 뚝섬로36길 63 
내게기대,세종대/군자/중곡,베이커리/제과점,1290,평가중,,https://www.siksinhot.com/P/996932, 서울특별시 광진구 능동로 347-1
마우 마카롱,건대/자양/화양,베이커리/제과점,1882,평가중,,https://www.siksinhot.com/P/996623, 서울특별시 광진구 능동로13길 77 
산울,광장동/구의동,한정식,1611,평가중,,https://www.siksinhot.com/P/996509, 서울특별시 광진구 아차산로73길 48
신불떡볶이 군자점,세종대/군자/중곡,떡볶이/라면/분식,2115,평가중,,https://www.siksinhot.com/P/996510, 서울 광진구 천호대로111길 18
고고기,광장동/구의동,돼지구이,2809,평가중,,https://www.siksinhot.com/P/996511, 서울 광진구 아차산로 471
도야족발,세종대/군자/중곡,족발/보쌈,1559,평가중,,https://www.siksinhot.com/P/996512, 서울 광진구 용마산로 174
팔당왕족발보쌈,세종대/군자/중곡,족발/보쌈,1817,평가중,,https://www.siksinhot.com/P/996513, 서울특별시 광진구 능동로 368
군산 아구 동태 해물찜 탕,세종대/군자/중곡,해물탕/해물요리,3312,평가중,,https://www.siksinhot.com/P/996516, 서울 광진구 용마산로 34
모리참치,세종대/군자/중곡,초밥,1936,평가중,,https://www.siksinhot.com/P/996519, 서울 광진구 천호대로 681
포차어게인 군자역점,세종대/군자/중곡,포장마차,16591,평가중,1,https://www.siksinhot.com/P/996520, 서울특별시 광진구 능동로36길 29 
진곱창,광장동/구의동,곱창/대창,2470,평가중,,https://www.siksinhot.com/P/996521, 서울 광진구 아차산로 397
맛좋은집,광장동/구의동,전골,2643,평가중,,https://www.siksinhot.com/P/996523, 서울 광진구 천호대로143길 8-8
자주방앗간,세종대/군자/중곡,전골,13161,평가중,1,https://www.siksinhot.com/P/996526, 서울특별시 광진구 능동로36길 53
황금돼지,광장동/구의동,돼지구이,1377,평가중,,https://www.siksinhot.com/P/996528, 서울특별시 광진구 아차산로 444 와이엔 오피스텔 
카페피아트,광장동/구의동,카페/커피숍,1767,평가중,,https://www.siksinhot.com/P/996530, 서울 광진구 아차산로78길 7
군자오리촌,세종대/군자/중곡,오리고기,2932,평가중,,https://www.siksinhot.com/P/996536, 서울특별시 광진구 능동로35길 18-1
라도유황오리,세종대/군자/중곡,오리고기,1577,평가중,,https://www.siksinhot.com/P/996471, 서울 광진구 영화사로 57
어무이건대클래식500,건대/자양/화양,한정식,2681,평가중,,https://www.siksinhot.com/P/996472, 서울 광진구 능동로 90
코이,광장동/구의동,일식,1335,평가중,,https://www.siksinhot.com/P/996474, 서울 광진구 아차산로 431
하이디라오 건대지점,건대/자양/화양,훠궈/마라탕,2149,평가중,,https://www.siksinhot.com/P/983786, 서울특별시 광진구 능동로 110 스타시티 영존 A동 2F
마미카롱&건대케이크,건대/자양/화양,카페/커피숍,1584,평가중,,https://www.siksinhot.com/P/987178, 서울 광진구 능동로10길 109
요리왕,세종대/군자/중곡,중식,1262,평가중,,https://www.siksinhot.com/P/958700, 서울 광진구 긴고랑로13길 66
꽉치킨,광장동/구의동,치킨/통닭,1274,평가중,,https://www.siksinhot.com/P/959528, 서울특별시 광진구 구의강변로 86
바르미샤브샤브N칼국수 구의점,광장동/구의동,샤브샤브,6224,평가중,,https://www.siksinhot.com/P/961303, 서울특별시 광진구 아차산로 471 CS PLAZA 
광장동밀도,광장동/구의동,베이커리/제과점,2284,평가중,,https://www.siksinhot.com/P/967531, 서울특별시 광진구 광나루로 619 
사계,세종대/군자/중곡,이자까야,1090,평가중,,https://www.siksinhot.com/P/968292, 서울특별시 광진구 능동로36길 29
릴리베이커리,건대/자양/화양,베이커리/제과점,1673,평가중,,https://www.siksinhot.com/P/968483, 서울특별시 광진구 능동로13길 21
어울림,광장동/구의동,한정식,15652,평가중,2,https://www.siksinhot.com/P/974246, 서울특별시 광진구 광장로1나길 10
족발야시장 군자역점,세종대/군자/중곡,족발/보쌈,1805,평가중,,https://www.siksinhot.com/P/968933, 서울특별시 광진구 능동로36길 18
비스크,세종대/군자/중곡,유러피안,1594,평가중,,https://www.siksinhot.com/P/969594, 서울 광진구 능동로 372
구공탄곱창,세종대/군자/중곡,곱창/대창,1889,평가중,,https://www.siksinhot.com/P/978179, 서울 광진구 능동로36길 22
금하,건대/자양/화양,중식,1555,평가중,,https://www.siksinhot.com/P/965449, 서울 광진구 아차산로36길 5
푸른바다찜&탕 자양점,건대/자양/화양,해물탕/해물요리,44282,평가중,2,https://www.siksinhot.com/P/966023, 서울 광진구 아차산로 328
킹콩부대찌개 광나루점,광장동/구의동,부대찌개,1496,평가중,,https://www.siksinhot.com/P/975686, 서울 광진구 아차산로 563
수작나베,광장동/구의동,일식,19610,평가중,0,https://www.siksinhot.com/P/977428, 서울특별시 광진구 구의강변로 106 
괴르츠,광장동/구의동,카페/커피숍,2505,평가중,,https://www.siksinhot.com/P/977648, 서울 광진구 아차산로78길 110
헤르만 쿠키,광장동/구의동,베이커리/제과점,2034,평가중,,https://www.siksinhot.com/P/874206, 서울특별시 광진구 자양로26길 16
러브데이케이크,광장동/구의동,베이커리/제과점,29811,평가중,1,https://www.siksinhot.com/P/873035, 서울특별시 광진구 구의동 591-22 
피자컴퍼니,세종대/군자/중곡,피자,2645,평가중,,https://www.siksinhot.com/P/869598, 서울 광진구 능동로32길 12
몽골식당,광장동/구의동,인도네시아,31381,평가중,1,https://www.siksinhot.com/P/869668, 서울특별시 광진구 자양로50길 48 
홍대개미 롯데백화점스타시티점,건대/자양/화양,스테이크,3588,평가중,,https://www.siksinhot.com/P/865101, 서울특별시 광진구 능동로 92
안흥갈비 중곡점,세종대/군자/중곡,돼지구이,1336,평가중,,https://www.siksinhot.com/P/852174, 서울특별시 광진구 능동로 373
카페 26,건대/자양/화양,카페/커피숍,7771,평가중,1,https://www.siksinhot.com/P/849003, 서울특별시 광진구 능동로17길 34 
꼬꼬돈돈,세종대/군자/중곡,돼지구이,697,평가중,,https://www.siksinhot.com/P/845389, 서울특별시 광진구 천호대로111길 10
도쿄빙수 건대점,건대/자양/화양,카페/커피숍,4419,평가중,,https://www.siksinhot.com/P/845589, 서울 광진구 아차산로31길 45
스시 와꼬,광장동/구의동,초밥,2915,평가중,,https://www.siksinhot.com/P/845900, 서울 광진구 구의강변로 88
스푸니,세종대/군자/중곡,한식기타,1131,평가중,,https://www.siksinhot.com/P/844319, 서울특별시 광진구 면목로 134 
맛이 차이나,세종대/군자/중곡,중식,1324,평가중,,https://www.siksinhot.com/P/847051, 서울특별시 광진구 동일로 224 
마초쉐프 건대점,건대/자양/화양,이탈리안,60092,평가중,2,https://www.siksinhot.com/P/841198, 서울특별시 광진구 능동로 125
미미전병,건대/자양/화양,중식,2273,평가중,,https://www.siksinhot.com/P/841494, 서울특별시 광진구 뚝섬로27길 55
이타주의,건대/자양/화양,한식주점,743,평가중,,https://www.siksinhot.com/P/853049, 서울특별시 광진구 뚝섬로27길 43 
부다페이스펍,광장동/구의동,맥주/호프,1381,평가중,,https://www.siksinhot.com/P/857212, 서울 광진구 아차산로49길 22
상주한우마굿간,세종대/군자/중곡,소구이/불고기,2466,평가중,,https://www.siksinhot.com/P/857862, 서울특별시 광진구 천호대로112길 23
만호수산 능동점,세종대/군자/중곡,회/횟집/참치,1548,평가중,,https://www.siksinhot.com/P/864264, 서울특별시 광진구 천호대로 576
춘선만두,세종대/군자/중곡,만두/만두전골,1088,평가중,,https://www.siksinhot.com/P/867289, 서울특별시 광진구 군자로 101
코후쿠,건대/자양/화양,이자까야,1030,평가중,,https://www.siksinhot.com/P/867877, 서울특별시 광진구 아차산로29길 24 
왕십리닭내장탕,건대/자양/화양,한정식,8095,평가중,,https://www.siksinhot.com/P/868446, 서울특별시 광진구 동일로30길 26 
또바치킨&족발,광장동/구의동,치킨/통닭,1693,평가중,,https://www.siksinhot.com/P/868589, 서울 광진구 자양로26길 22
오코노미야키식당하나,건대/자양/화양,일식,2759,평가중,,https://www.siksinhot.com/P/868942, 서울특별시 광진구 능동로13길 111
골목떡볶이,건대/자양/화양,떡볶이/라면/분식,15391,평가중,1,https://www.siksinhot.com/P/868970, 서울 광진구 자양로13길 16
고기대통령본점,건대/자양/화양,돼지구이,3634,평가중,,https://www.siksinhot.com/P/862267, 서울특별시 광진구 능동로 91
왕돈,세종대/군자/중곡,순댓국/순대,1200,평가중,,https://www.siksinhot.com/P/631909, 서울 광진구 천호대로112길 13
아리랑하우스,건대/자양/화양,유러피안,1719,평가중,,https://www.siksinhot.com/P/631993, 서울 광진구 강변북로 96
RADIANT,세종대/군자/중곡,티하우스,973,평가중,,https://www.siksinhot.com/P/796335, 서울특별시 광진구 능동로38길 41
새벽집군자점,세종대/군자/중곡,한정식,35241,평가중,1,https://www.siksinhot.com/P/797219, 서울특별시 광진구 광나루로 369
에이밀,세종대/군자/중곡,카페/커피숍,896,평가중,,https://www.siksinhot.com/P/792100, 서울 광진구 능동로35길 9
오지네,건대/자양/화양,소구이/불고기,673,평가중,,https://www.siksinhot.com/P/807471, 서울특별시 광진구 동일로24길 85-1 
돈수작,세종대/군자/중곡,족발/보쌈,1981,평가중,,https://www.siksinhot.com/P/807480, 서울 광진구 능동로36길 13
수돈재,세종대/군자/중곡,감자탕,1995,평가중,,https://www.siksinhot.com/P/807969, 서울특별시 광진구 자양로45길 39 
장성생태탕,광장동/구의동,해물탕/해물요리,1984,평가중,,https://www.siksinhot.com/P/809067, 서울특별시 광진구 자양로18길 12-6 
소성공자 샤브샤브,건대/자양/화양,중식,1201,평가중,,https://www.siksinhot.com/P/803718, 서울 광진구 동일로18길 17
대포집,광장동/구의동,한식주점,1764,평가중,,https://www.siksinhot.com/P/805686, 서울 광진구 자양로18길 53
라멘미세,세종대/군자/중곡,라멘,19771,평가중,1,https://www.siksinhot.com/P/806639, 서울특별시 광진구 능동로38길 30
심리카페멘토 건대점,건대/자양/화양,카페/커피숍,1556,평가중,,https://www.siksinhot.com/P/806650, 서울 광진구 동일로20길 64
건국수제돈까스,건대/자양/화양,경양식/돈가스,1621,평가중,,https://www.siksinhot.com/P/801003, 서울특별시 광진구 아차산로29길 51 
국수사랑채 본점,세종대/군자/중곡,칼국수/국수,1212,평가중,,https://www.siksinhot.com/P/801049, 서울특별시 광진구 군자로 138 성음빌딩 
능동국시,세종대/군자/중곡,칼국수/국수,15861,평가중,1,https://www.siksinhot.com/P/801121, 서울특별시 광진구 능동로35길 23 
오징어 상미수산,세종대/군자/중곡,씨푸드,2066,평가중,,https://www.siksinhot.com/P/801633, 서울 광진구 면목로 34
명승실내포차,세종대/군자/중곡,한식주점,1200,평가중,,https://www.siksinhot.com/P/809672, 서울 광진구 천호대로112길 13
허씨전통중경마라쌍궈 건대점,건대/자양/화양,훠궈/마라탕,991,평가중,,https://www.siksinhot.com/P/810101, 서울 광진구 동일로18길 50
아빠가만든스파게티 중곡점,세종대/군자/중곡,이탈리안,1780,평가중,,https://www.siksinhot.com/P/638070, 서울특별시 광진구 면목로 170-1 
코바코 강변역점,광장동/구의동,경양식/돈가스,1420,평가중,,https://www.siksinhot.com/P/638846, 서울특별시 광진구 강변역로4길 10
제주뜰갈치전문점,광장동/구의동,씨푸드,2959,평가중,,https://www.siksinhot.com/P/644064, 서울 광진구 구의로 6
양꼬치집,세종대/군자/중곡,중식,1636,평가중,,https://www.siksinhot.com/P/642390, 서울특별시 광진구 능동로35길 28 
